GHO (CODE),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001547,2010,2010,,EUR,Europe,,AUT,Austria,,SA_BEER,Beer,,24,24,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,AUT,Austria,,SA_SPIRITS,Spirits,,1000,1000,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,BGR,Bulgaria,,SA_BEER,Beer,,9.2,9.2,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,HRV,Croatia,,SA_BEER,Beer,,27.3,27.3,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,CYP,Cyprus,,SA_SPIRITS,Spirits,,598.01,598.01,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,CZE,Czechia,,SA_SPIRITS,Spirits,,1145.59,1145.59,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,CZE,Czechia,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,DNK,Denmark,,SA_WINE,Wine,,172.7,172.7,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,EST,Estonia,,SA_WINE,Wine,,66.5,66.5,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,FIN,Finland,,SA_WINE,Wine,,257,257,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,FIN,Finland,,SA_BEER,Beer,,129.8,129.8,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,FRA,France,,SA_BEER,Beer,,12.7,12.7,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,FRA,France,,SA_SPIRITS,Spirits,,1513,1513,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,DEU,Germany,,SA_SPIRITS,Spirits,,1303,1303,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,DEU,Germany,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,GRC,Greece,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,GRC,Greece,,SA_BEER,Beer,,31.2,31.2,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,HUN,Hungary,,SA_SPIRITS,Spirits,,984.38,984.38,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,IRL,Ireland,,SA_WINE,Wine,,262.24,262.24,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,ITA,Italy,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,LVA,Latvia,,SA_WINE,Wine,,63.45,63.45,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,LVA,Latvia,,SA_BEER,Beer,,15.03,15.03,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,LTU,Lithuania,,SA_BEER,Beer,,11.82,11.82,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,MLT,Malta,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,NLD,Netherlands,,SA_BEER,Beer,,25.1,25.1,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,NOR,Norway,,SA_BEER,Beer,,250,250,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,POL,Poland,,SA_SPIRITS,Spirits,,1466.6,1466.6,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,POL,Poland,,SA_WINE,Wine,,37.2,37.2,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,PRT,Portugal,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ROU,Romania,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,ROU,Romania,,SA_BEER,Beer,,8.9,8.9,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SVK,Slovakia,,SA_BEER,Beer,,19.8,19.8,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SVK,Slovakia,,SA_SPIRITS,Spirits,,939.4,939.4,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SVN,Slovenia,,SA_SPIRITS,Spirits,,911,911,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,SVN,Slovenia,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,ESP,Spain,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,ESP,Spain,,SA_BEER,Beer,,9.96,9.96,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,SWE,Sweden,,SA_SPIRITS,Spirits,,5474.39,5474.39,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,CHE,Switzerland,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,BGR,Bulgaria,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,HRV,Croatia,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,FIN,Finland,,SA_WINE,Wine,,312,312,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,FRA,France,,SA_SPIRITS,Spirits,,1660,1660,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,HUN,Hungary,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,IRL,Ireland,,SA_BEER,Beer,,75.41,75.41,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,LTU,Lithuania,,SA_SPIRITS,Spirits,,1278.96,1278.96,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,LUX,Luxembourg,,SA_BEER,Beer,,9.5,9.5,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,POL,Poland,,SA_SPIRITS,Spirits,,1168.4,1168.4,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,POL,Poland,,SA_WINE,Wine,,38.48,38.48,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,SVN,Slovenia,,SA_SPIRITS,Spirits,,1200,1200,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_WINE,Wine,,235,235,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_SPIRITS,Spirits,,3118.89,3118.89,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,BEL,Belgium,,SA_BEER,Beer,,20.53,20.53,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,AUT,Austria,,SA_SPIRITS,Spirits,,1000,1000,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,AUT,Austria,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,HRV,Croatia,,SA_SPIRITS,Spirits,,844.01,844.01,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,HRV,Croatia,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,DNK,Denmark,,SA_BEER,Beer,,7.53,7.53,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,DNK,Denmark,,SA_SPIRITS,Spirits,,2015.13,2015.13,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,GRC,Greece,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,HUN,Hungary,,SA_BEER,Beer,,5.22,5.22,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,ITA,Italy,,SA_SPIRITS,Spirits,,1035.52,1035.52,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,LTU,Lithuania,,SA_SPIRITS,Spirits,,1278.96,1278.96,,,,,
SA_0000001547,2015,2015,,EUR,Europe,,LTU,Lithuania,,SA_WINE,Wine,,72.12,72.12,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,NOR,Norway,,SA_SPIRITS,Spirits,,8587,8587,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,POL,Poland,,SA_WINE,Wine,,37.79,37.79,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,ESP,Spain,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,SWE,Sweden,,SA_BEER,Beer,,21.33,21.33,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,TUR,Türkiye,,SA_SPIRITS,Spirits,,4215,4215,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_BEER,Beer,,23.61,23.61,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,AUT,Austria,,SA_BEER,Beer,,24,24,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,BEL,Belgium,,SA_WINE,Wine,,47.1,47.1,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,BGR,Bulgaria,,SA_BEER,Beer,,9.6,9.6,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,BGR,Bulgaria,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,CYP,Cyprus,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,CYP,Cyprus,,SA_SPIRITS,Spirits,,956.82,956.82,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,CZE,Czechia,,SA_BEER,Beer,,15.1,15.1,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,DNK,Denmark,,SA_SPIRITS,Spirits,,2010.6,2010.6,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,DNK,Denmark,,SA_WINE,Wine,,86.13,86.13,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,EST,Estonia,,SA_WINE,Wine,,73.1,73.1,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,FIN,Finland,,SA_BEER,Beer,,107,107,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,FIN,Finland,,SA_WINE,Wine,,312,312,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,FIN,Finland,,SA_SPIRITS,Spirits,,4340,4340,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,FRA,France,,SA_WINE,Wine,,3.6,3.6,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,DEU,Germany,,SA_SPIRITS,Spirits,,1303,1303,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,DEU,Germany,,SA_BEER,Beer,,9.4,9.4,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,GRC,Greece,,SA_BEER,Beer,,31.2,31.2,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,HUN,Hungary,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,IRL,Ireland,,SA_WINE,Wine,,262.24,262.24,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,IRL,Ireland,,SA_SPIRITS,Spirits,,3113,3113,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,ITA,Italy,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,ITA,Italy,,SA_SPIRITS,Spirits,,800.01,800.01,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,LVA,Latvia,,SA_BEER,Beer,,14.77,14.77,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LTU,Lithuania,,SA_SPIRITS,Spirits,,1278.96,1278.96,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LUX,Luxembourg,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,MLT,Malta,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,MLT,Malta,,SA_SPIRITS,Spirits,,1400,1400,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,NLD,Netherlands,,SA_WINE,Wine,,68.5,68.5,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,NLD,Netherlands,,SA_SPIRITS,Spirits,,1504,1504,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,NOR,Norway,,SA_BEER,Beer,,223.1,223.1,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,NOR,Norway,,SA_SPIRITS,Spirits,,8587,8587,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,POL,Poland,,SA_BEER,Beer,,22,22,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,POL,Poland,,SA_WINE,Wine,,38.48,38.48,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,PRT,Portugal,,SA_BEER,Beer,,16.28,16.28,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,ROU,Romania,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,SVK,Slovakia,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,SVN,Slovenia,,SA_BEER,Beer,,34.5,34.5,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,SVN,Slovenia,,SA_SPIRITS,Spirits,,1200,1200,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ESP,Spain,,SA_BEER,Beer,,10,10,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,ESP,Spain,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,SWE,Sweden,,SA_BEER,Beer,,78.2,78.2,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,SWE,Sweden,,SA_WINE,Wine,,254.69,254.69,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,CYP,Cyprus,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,EST,Estonia,,SA_SPIRITS,Spirits,,1418.8,1418.8,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,DEU,Germany,,SA_BEER,Beer,,3.66,3.66,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,GRC,Greece,,SA_SPIRITS,Spirits,,2450,2450,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,IRL,Ireland,,SA_WINE,Wine,,454.23,454.23,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,LTU,Lithuania,,SA_SPIRITS,Spirits,,1278.96,1278.96,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,LUX,Luxembourg,,SA_SPIRITS,Spirits,,1041.15,1041.15,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,NLD,Netherlands,,SA_SPIRITS,Spirits,,1504,1504,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,PRT,Portugal,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,ESP,Spain,,SA_SPIRITS,Spirits,,830.3,830.3,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_SPIRITS,Spirits,,2803.4,2803.4,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_SPIRITS,Spirits,,3535.01,3535.01,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,AUT,Austria,,SA_SPIRITS,Spirits,,1000,1000,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,BEL,Belgium,,SA_SPIRITS,Spirits,,1962,1962,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,HRV,Croatia,,SA_BEER,Beer,,562,562,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,HRV,Croatia,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,CZE,Czechia,,SA_SPIRITS,Spirits,,1036.29,1036.29,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,HUN,Hungary,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,IRL,Ireland,,SA_BEER,Beer,,22.55,22.55,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,LVA,Latvia,,SA_SPIRITS,Spirits,,1350.19,1350.19,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,LUX,Luxembourg,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,NLD,Netherlands,,SA_SPIRITS,Spirits,,1686,1686,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,PRT,Portugal,,SA_BEER,Beer,,19.03,19.03,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,ROU,Romania,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,SVN,Slovenia,,SA_SPIRITS,Spirits,,1320,1320,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,TUR,Türkiye,,SA_WINE,Wine,,888,888,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,TUR,Türkiye,,SA_WINE,Wine,,1065,1065,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,AUT,Austria,,SA_BEER,Beer,,24,24,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,AUT,Austria,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,BEL,Belgium,,SA_BEER,Beer,,20.5,20.5,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,BEL,Belgium,,SA_WINE,Wine,,52.75,52.75,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,BGR,Bulgaria,,SA_SPIRITS,Spirits,,562.43,562.43,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,HRV,Croatia,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CYP,Cyprus,,SA_SPIRITS,Spirits,,598.01,598.01,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,CYP,Cyprus,,SA_BEER,Beer,,22.94,22.94,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,DNK,Denmark,,SA_BEER,Beer,,34.1,34.1,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,DNK,Denmark,,SA_WINE,Wine,,166.88,166.88,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,EST,Estonia,,SA_BEER,Beer,,26,26,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,EST,Estonia,,SA_WINE,Wine,,80.64,80.64,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,FIN,Finland,,SA_SPIRITS,Spirits,,3940,3940,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,FRA,France,,SA_WINE,Wine,,0.5,0.5,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,DEU,Germany,,SA_SPIRITS,Spirits,,1303,1303,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,GRC,Greece,,SA_BEER,Beer,,16.3,16.3,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,GRC,Greece,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,GRC,Greece,,SA_SPIRITS,Spirits,,2550,2550,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,HUN,Hungary,,SA_BEER,Beer,,28.1,28.1,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,HUN,Hungary,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,IRL,Ireland,,SA_SPIRITS,Spirits,,3925,3925,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,IRL,Ireland,,SA_BEER,Beer,,75.41,75.41,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,IRL,Ireland,,SA_WINE,Wine,,454.23,454.23,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ITA,Italy,,SA_SPIRITS,Spirits,,800.01,800.01,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,ITA,Italy,,SA_BEER,Beer,,28.2,28.2,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LVA,Latvia,,SA_WINE,Wine,,56.4,56.4,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,LVA,Latvia,,SA_SPIRITS,Spirits,,1325.44,1325.44,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LTU,Lithuania,,SA_BEER,Beer,,11.2,11.2,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,LUX,Luxembourg,,SA_BEER,Beer,,9.5,9.5,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,LUX,Luxembourg,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,MLT,Malta,,SA_BEER,Beer,,9,9,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,MLT,Malta,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,NLD,Netherlands,,SA_SPIRITS,Spirits,,1504,1504,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,NLD,Netherlands,,SA_WINE,Wine,,83.56,83.56,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,NOR,Norway,,SA_BEER,Beer,,271.7,271.7,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,PRT,Portugal,,SA_BEER,Beer,,16.9,16.9,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,PRT,Portugal,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ROU,Romania,,SA_BEER,Beer,,9,9,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,ROU,Romania,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,SRB,Serbia,,SA_SPIRITS,Spirits,,651,651,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,SVK,Slovakia,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,SVN,Slovenia,,SA_SPIRITS,Spirits,,694.8,694.8,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ESP,Spain,,SA_SPIRITS,Spirits,,830.3,830.3,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,ESP,Spain,,SA_BEER,Beer,,9.96,9.96,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SWE,Sweden,,SA_WINE,Wine,,211.8,211.8,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,CHE,Switzerland,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,CHE,Switzerland,,SA_SPIRITS,Spirits,,2389,2389,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_BEER,Beer,,117.31,117.31,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,AUT,Austria,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,EST,Estonia,,SA_WINE,Wine,,80.64,80.64,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,FRA,France,,SA_WINE,Wine,,3.66,3.66,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,HUN,Hungary,,SA_SPIRITS,Spirits,,1021.6,1021.6,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,LTU,Lithuania,,SA_BEER,Beer,,11.8,11.8,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,LUX,Luxembourg,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,NLD,Netherlands,,SA_WINE,Wine,,83.56,83.56,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,PRT,Portugal,,SA_SPIRITS,Spirits,,1001.4,1001.4,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,SVK,Slovakia,,SA_SPIRITS,Spirits,,1080,1080,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,ESP,Spain,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_BEER,Beer,,107.2,107.2,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,AUT,Austria,,SA_SPIRITS,Spirits,,1000,1000,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,BEL,Belgium,,SA_WINE,Wine,,57.24,57.24,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,BGR,Bulgaria,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,CYP,Cyprus,,SA_BEER,Beer,,6,6,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,DNK,Denmark,,SA_SPIRITS,Spirits,,2012.8,2012.8,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,EST,Estonia,,SA_WINE,Wine,,97.37,97.37,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,DEU,Germany,,SA_SPIRITS,Spirits,,1303,1303,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ISL,Iceland,,SA_BEER,Beer,,2666,2666,,,,,
SA_0000001547,2015,2015,,EUR,Europe,,LVA,Latvia,,SA_WINE,Wine,,70,70,,,,,
SA_0000001547,2015,2015,,EUR,Europe,,LTU,Lithuania,,SA_SPIRITS,Spirits,,1320.67,1320.67,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,NOR,Norway,,SA_BEER,Beer,,271.7,271.7,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,PRT,Portugal,,SA_SPIRITS,Spirits,,1289.27,1289.27,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,SVN,Slovenia,,SA_BEER,Beer,,12.1,12.1,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CHE,Switzerland,,SA_SPIRITS,Spirits,,1833,1833,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_SPIRITS,Spirits,,3554.36,3554.36,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,AUT,Austria,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,BEL,Belgium,,SA_BEER,Beer,,21.4,21.4,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,BEL,Belgium,,SA_WINE,Wine,,47.1,47.1,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,BGR,Bulgaria,,SA_BEER,Beer,,9.2,9.2,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,BGR,Bulgaria,,SA_WINE,Wine,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CYP,Cyprus,,SA_BEER,Beer,,24,24,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CYP,Cyprus,,SA_BEER,Beer,,22.9,22.9,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CZE,Czechia,,SA_SPIRITS,Spirits,,1061,1061,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CZE,Czechia,,SA_BEER,Beer,,11.7,11.7,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,DNK,Denmark,,SA_SPIRITS,Spirits,,2014.8,2014.8,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,DNK,Denmark,,SA_BEER,Beer,,32.8,32.8,,,,,
