GHO (CODE),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001547,2015,2015,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,743,743.06,,,,,
SA_0000001547,2015,2015,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,4,3.59,,,,,
SA_0000001547,2015,2015,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,1320,1320,,,,,
SA_0000001547,2015,2015,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,5625,5624.86,,,,,
SA_0000001547,2015,2015,,AFR,Africa,,SWZ,Eswatini,,SA_TOTAL,All types,,824,824.07,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,AUT,Austria,,SA_TOTAL,All types,,1200,1200,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,BEL,Belgium,,SA_TOTAL,All types,,57,57.24,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,BGR,Bulgaria,,SA_TOTAL,All types,,562,562.43,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,CYP,Cyprus,,SA_TOTAL,All types,,957,956.82,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1036,1036.29,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,DEU,Germany,,SA_TOTAL,All types,,1303,1303,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,DNK,Denmark,,SA_TOTAL,All types,,8,7.53,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,ESP,Spain,,SA_TOTAL,All types,,913,913.28,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,EST,Estonia,,SA_TOTAL,All types,,97,97.37,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,FIN,Finland,,SA_TOTAL,All types,,4555,4555,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,FRA,France,,SA_TOTAL,All types,,4,3.75,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_TOTAL,All types,,3554,3554.36,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,GRC,Greece,,SA_TOTAL,All types,,3,3.12,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,HRV,Croatia,,SA_TOTAL,All types,,693,693.49,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,HUN,Hungary,,SA_TOTAL,All types,,5,5.22,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,IRL,Ireland,,SA_TOTAL,All types,,521,520.65,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,ITA,Italy,,SA_TOTAL,All types,,2,2.35,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,KAZ,Kazakhstan,,SA_TOTAL,All types,,5,5,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,LTU,Lithuania,,SA_TOTAL,All types,,57,57.34,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,LUX,Luxembourg,,SA_TOTAL,All types,,1041,1041.15,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,LVA,Latvia,,SA_TOTAL,All types,,65,64.64,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,MLT,Malta,,SA_TOTAL,All types,,1350,1350,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,NLD,Netherlands,,SA_TOTAL,All types,,88,88.36,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,38,37.79,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,19,19.03,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,4,3.59,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,1320,1320,,,,,
SA_0000001547,2014,2014,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,5625,5624.86,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,AUT,Austria,,SA_TOTAL,All types,,1000,1000,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,BEL,Belgium,,SA_TOTAL,All types,,53,52.75,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,BGR,Bulgaria,,SA_TOTAL,All types,,562,562.43,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,CYP,Cyprus,,SA_TOTAL,All types,,957,956.82,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1136,1136.36,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,DEU,Germany,,SA_TOTAL,All types,,1303,1303,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,DNK,Denmark,,SA_TOTAL,All types,,9,8.55,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,ESP,Spain,,SA_TOTAL,All types,,830,830.25,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,EST,Estonia,,SA_TOTAL,All types,,81,80.64,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,FIN,Finland,,SA_TOTAL,All types,,4340,4340,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,FRA,France,,SA_TOTAL,All types,,4,3.66,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_TOTAL,All types,,3535,3535.01,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,GRC,Greece,,SA_TOTAL,All types,,3,3.12,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,HRV,Croatia,,SA_TOTAL,All types,,714,713.76,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,HUN,Hungary,,SA_TOTAL,All types,,5,4.99,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,IRL,Ireland,,SA_TOTAL,All types,,454,454.23,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,ITA,Italy,,SA_TOTAL,All types,,800,800.01,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,KAZ,Kazakhstan,,SA_TOTAL,All types,,3,2.5,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,LTU,Lithuania,,SA_TOTAL,All types,,57,57.34,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,LUX,Luxembourg,,SA_TOTAL,All types,,1041,1041.15,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,LVA,Latvia,,SA_TOTAL,All types,,65,64.64,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,MLT,Malta,,SA_TOTAL,All types,,1400,1400,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,NLD,Netherlands,,SA_TOTAL,All types,,84,83.56,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,38,38.48,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,18,18.3,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,4,3.59,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,1200,1200,,,,,
SA_0000001547,2013,2013,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,5918,5917.67,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,AUT,Austria,,SA_TOTAL,All types,,2,2.4,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,BEL,Belgium,,SA_TOTAL,All types,,53,52.75,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,BGR,Bulgaria,,SA_TOTAL,All types,,562,562.43,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,CYP,Cyprus,,SA_TOTAL,All types,,957,956.82,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1136,1136.36,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,DEU,Germany,,SA_TOTAL,All types,,1303,1303,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,DNK,Denmark,,SA_TOTAL,All types,,9,8.55,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,ESP,Spain,,SA_TOTAL,All types,,10,9.96,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,EST,Estonia,,SA_TOTAL,All types,,81,80.64,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,FIN,Finland,,SA_TOTAL,All types,,4340,4340,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,FRA,France,,SA_TOTAL,All types,,4,3.66,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_TOTAL,All types,,334,334.11,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,GRC,Greece,,SA_TOTAL,All types,,2550,2550,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,HRV,Croatia,,SA_TOTAL,All types,,706,706,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,HUN,Hungary,,SA_TOTAL,All types,,984,984,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,IRL,Ireland,,SA_TOTAL,All types,,454,454.23,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,ITA,Italy,,SA_TOTAL,All types,,800,800.01,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,LTU,Lithuania,,SA_TOTAL,All types,,57,57.34,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,LUX,Luxembourg,,SA_TOTAL,All types,,1041,1041.15,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,LVA,Latvia,,SA_TOTAL,All types,,65,64.64,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,MKD,North Macedonia,,SA_TOTAL,All types,,488,488,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,MLT,Malta,,SA_TOTAL,All types,,2,1.5,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,MNE,Montenegro,,SA_TOTAL,All types,,650,650,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,NLD,Netherlands,,SA_TOTAL,All types,,84,83.56,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,36,36.06,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,18,18.43,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,SRB,Serbia,,SA_TOTAL,All types,,651,651,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,4,3.59,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,1200,1200,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,5474,5474.39,,,,,
SA_0000001547,2012,2012,,EUR,Europe,,TKM,Turkmenistan,,SA_TOTAL,All types,,79,79.43,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,AUT,Austria,,SA_TOTAL,All types,,2,2.4,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,BEL,Belgium,,SA_TOTAL,All types,,1752,1752.2,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,BGR,Bulgaria,,SA_TOTAL,All types,,562,562.43,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,CHE,Switzerland,,SA_TOTAL,All types,,416,416,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,CYP,Cyprus,,SA_TOTAL,All types,,598,598.01,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1146,1145.59,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,DEU,Germany,,SA_TOTAL,All types,,1303,1303,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,DNK,Denmark,,SA_TOTAL,All types,,9,8.61,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,ESP,Spain,,SA_TOTAL,All types,,10,9.96,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,EST,Estonia,,SA_TOTAL,All types,,77,76.8,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,FIN,Finland,,SA_TOTAL,All types,,4340,4340,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,FRA,France,,SA_TOTAL,All types,,4,3.6,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_TOTAL,All types,,3119,3118.89,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,GRC,Greece,,SA_TOTAL,All types,,3,3.12,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,HRV,Croatia,,SA_TOTAL,All types,,707,707,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,HUN,Hungary,,SA_TOTAL,All types,,984,984.38,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,IRL,Ireland,,SA_TOTAL,All types,,3113,3113,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,ISL,Iceland,,SA_TOTAL,All types,,6825,6825,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,ITA,Italy,,SA_TOTAL,All types,,800,800.01,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,LTU,Lithuania,,SA_TOTAL,All types,,57,57.34,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,LUX,Luxembourg,,SA_TOTAL,All types,,1041,1041.15,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,LVA,Latvia,,SA_TOTAL,All types,,63,63.45,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,MLT,Malta,,SA_TOTAL,All types,,1400,1400,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,NLD,Netherlands,,SA_TOTAL,All types,,71,70.56,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,NOR,Norway,,SA_TOTAL,All types,,8587,8587,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,6,6.06,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,16,16.28,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,4,3.59,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,1200,1200,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,5474,5474.39,,,,,
SA_0000001547,2011,2011,,EUR,Europe,,TUR,Türkiye,,SA_TOTAL,All types,,4215,4215,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,AUT,Austria,,SA_TOTAL,All types,,2,2.4,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,BEL,Belgium,,SA_TOTAL,All types,,47,47.1,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,BGR,Bulgaria,,SA_TOTAL,All types,,562,562.43,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,CHE,Switzerland,,SA_TOTAL,All types,,0,0,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,CYP,Cyprus,,SA_TOTAL,All types,,598,598.01,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,2,1.51,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,DEU,Germany,,SA_TOTAL,All types,,1303,1303,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,DNK,Denmark,,SA_TOTAL,All types,,9,8.61,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,ESP,Spain,,SA_TOTAL,All types,,10,9.96,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,EST,Estonia,,SA_TOTAL,All types,,77,76.8,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,FIN,Finland,,SA_TOTAL,All types,,3940,3940,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,FRA,France,,SA_TOTAL,All types,,4,3.6,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_TOTAL,All types,,91,91.2,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,GRC,Greece,,SA_TOTAL,All types,,3,3.12,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,HRV,Croatia,,SA_TOTAL,All types,,3,2.73,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,HUN,Hungary,,SA_TOTAL,All types,,3,2.81,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,IRL,Ireland,,SA_TOTAL,All types,,8,7.5,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,ITA,Italy,,SA_TOTAL,All types,,800,800.01,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,LTU,Lithuania,,SA_TOTAL,All types,,57,57.34,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,LUX,Luxembourg,,SA_TOTAL,All types,,10,9.5,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,LVA,Latvia,,SA_TOTAL,All types,,63,63.45,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,MLT,Malta,,SA_TOTAL,All types,,1400,1400,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,NLD,Netherlands,,SA_TOTAL,All types,,71,70.56,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,NOR,Norway,,SA_TOTAL,All types,,229,229,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,36,36.06,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,17,17.4,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,2,1.98,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,20,19.8,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,8,7.82,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,AUT,Austria,,SA_TOTAL,All types,,2,2.4,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,BEL,Belgium,,SA_TOTAL,All types,,47,47.1,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,BGR,Bulgaria,,SA_TOTAL,All types,,562,562.43,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CHE,Switzerland,,SA_TOTAL,All types,,320,320,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CYP,Cyprus,,SA_TOTAL,All types,,598,598.01,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1121,1121,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,DEU,Germany,,SA_TOTAL,All types,,1303,1303,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,DNK,Denmark,,SA_TOTAL,All types,,83,82.5,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ESP,Spain,,SA_TOTAL,All types,,830,830.3,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,EST,Estonia,,SA_TOTAL,All types,,73,73.1,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,FIN,Finland,,SA_TOTAL,All types,,3940,3940,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,FRA,France,,SA_TOTAL,All types,,3,2.75,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_TOTAL,All types,,100,99.8,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,GRC,Greece,,SA_TOTAL,All types,,2,1.63,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,HRV,Croatia,,SA_TOTAL,All types,,844,844.01,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,HUN,Hungary,,SA_TOTAL,All types,,3,2.68,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,IRL,Ireland,,SA_TOTAL,All types,,10,9.54,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ISL,Iceland,,SA_TOTAL,All types,,5844,5844,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ITA,Italy,,SA_TOTAL,All types,,800,800.01,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,LTU,Lithuania,,SA_TOTAL,All types,,57,57.34,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,LUX,Luxembourg,,SA_TOTAL,All types,,1041,1041.15,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,LVA,Latvia,,SA_TOTAL,All types,,64,63.5,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,MLT,Malta,,SA_TOTAL,All types,,1400,1400,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,NLD,Netherlands,,SA_TOTAL,All types,,69,68.5,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,NOR,Norway,,SA_TOTAL,All types,,7349,7349,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,37,37.2,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,17,16.9,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,939,939.4,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,911,911,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,4921,4921.1,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,TUR,Türkiye,,SA_TOTAL,All types,,888,888,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,AUT,Austria,,SA_TOTAL,All types,,3,2.5,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,BEL,Belgium,,SA_TOTAL,All types,,47,47.1,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,BGR,Bulgaria,,SA_TOTAL,All types,,562,562.43,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CHE,Switzerland,,SA_TOTAL,All types,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CYP,Cyprus,,SA_TOTAL,All types,,598,598.01,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1,1.09,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1061,1061,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,DEU,Germany,,SA_TOTAL,All types,,1303,1303,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,DNK,Denmark,,SA_TOTAL,All types,,82,82.3,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,ESP,Spain,,SA_TOTAL,All types,,598,598,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,EST,Estonia,,SA_TOTAL,All types,,67,66.5,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,FIN,Finland,,SA_TOTAL,All types,,3580,3580,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,FRA,France,,SA_TOTAL,All types,,3,2.75,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_TOTAL,All types,,2803,2803.4,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,GRC,Greece,,SA_TOTAL,All types,,1306,1306,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,HUN,Hungary,,SA_TOTAL,All types,,977,976.6,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,IRL,Ireland,,SA_TOTAL,All types,,10,9.94,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,ITA,Italy,,SA_TOTAL,All types,,800,800.01,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LTU,Lithuania,,SA_TOTAL,All types,,7,7.34,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LUX,Luxembourg,,SA_TOTAL,All types,,1041,1041.15,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LVA,Latvia,,SA_TOTAL,All types,,56,56.4,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,MLT,Malta,,SA_TOTAL,All types,,1400,1400,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,NLD,Netherlands,,SA_TOTAL,All types,,69,68.5,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,NOR,Norway,,SA_TOTAL,All types,,518,517.7,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,47,46.7,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,17,16.9,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,939,939.4,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,695,694.8,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,5155,5154.9,,,,,
