GHO (CODE),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),BACGROUP (CODE),BACGROUP (DISPLAY),BACGROUP (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001520,2016,2016,,AFR,Africa,,BWA,Botswana,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BWA,Botswana,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,TCD,Chad,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,TCD,Chad,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GNQ,Equatorial Guinea,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,ERI,Eritrea,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GIN,Guinea,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GIN,Guinea,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MWI,Malawi,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MWI,Malawi,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,NAM,Namibia,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,NER,Niger,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,NER,Niger,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SEN,Senegal,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SYC,Seychelles,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,TGO,Togo,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,UGA,Uganda,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,ARG,Argentina,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.0005,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BHS,Bahamas,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BRA,Brazil,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BRA,Brazil,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,DMA,Dominica,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,DMA,Dominica,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,GUY,Guyana,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,GUY,Guyana,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,NIC,Nicaragua,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,NIC,Nicaragua,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,PAN,Panama,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,VCT,Saint Vincent and the Grenadines,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,VCT,Saint Vincent and the Grenadines,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,AFG,Afghanistan,,SA_GENERAL_POPULATION,General population,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,AFG,Afghanistan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,IRQ,Iraq,,SA_GENERAL_POPULATION,General population,,0.04%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,JOR,Jordan,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,MAR,Morocco,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,OMN,Oman,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SDN,Sudan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ALB,Albania,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.01%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,AND,Andorra,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BEL,Belgium,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BEL,Belgium,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,DNK,Denmark,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,DNK,Denmark,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,DEU,Germany,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,GRC,Greece,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ITA,Italy,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ITA,Italy,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MLT,Malta,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MLT,Malta,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,POL,Poland,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,PRT,Portugal,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SMR,San Marino,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SRB,Serbia,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,CHE,Switzerland,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.01%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,TJK,Tajikistan,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,UKR,Ukraine,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,subnational,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,IND,India,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,IND,India,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,THA,Thailand,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,THA,Thailand,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,CHN,China,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,COK,Cook Islands,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,MYS,Malaysia,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,MYS,Malaysia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,NIU,Niue,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,NIU,Niue,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,WSM,Samoa,,SA_GENERAL_POPULATION,General population,,0.04%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,SGP,Singapore,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,SGP,Singapore,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,VUT,Vanuatu,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,VNM,Viet Nam,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,ETH,Ethiopia,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,PRY,Paraguay,,SA_GENERAL_POPULATION,General population,,Zero tolerance,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,KNA,Saint Kitts and Nevis,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GHA,Ghana,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,KEN,Kenya,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,LBR,Liberia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MRT,Mauritania,,SA_GENERAL_POPULATION,General population,,total ban,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MOZ,Mozambique,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.06%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BWA,Botswana,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BDI,Burundi,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SOM,Somalia,,SA_GENERAL_POPULATION,General population,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ALB,Albania,,SA_GENERAL_POPULATION,General population,,0.01%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ARM,Armenia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,AZE,Azerbaijan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BGR,Bulgaria,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,CYP,Cyprus,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,EST,Estonia,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,GEO,Georgia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,HUN,Hungary,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,IRL,Ireland,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,KGZ,Kyrgyzstan,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,LTU,Lithuania,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MLT,Malta,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MNE,Montenegro,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,NOR,Norway,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,PRT,Portugal,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,RUS,Russian Federation,,SA_GENERAL_POPULATION,General population,,0.04%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SMR,San Marino,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SVK,Slovakia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SWE,Sweden,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MKD,North Macedonia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,UKR,Ukraine,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,UZB,Uzbekistan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,IND,India,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,MDV,Maldives,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,NPL,Nepal,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,AUS,Australia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,KHM,Cambodia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,FJI,Fiji,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,FSM,Micronesia (Federated States of),,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,CMR,Cameroon,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,COG,Congo,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,COD,Democratic Republic of the Congo,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,TTO,Trinidad and Tobago,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,URY,Uruguay,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,AFG,Afghanistan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,IRN,Iran (Islamic Republic of),,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,JOR,Jordan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,LBY,Libya,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,NER,Niger,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SEN,Senegal,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SLE,Sierra Leone,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,PAK,Pakistan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SWZ,Eswatini,,SA_GENERAL_POPULATION,General population,,0.04%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,TZA,United Republic of Tanzania,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,ATG,Antigua and Barbuda,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,ECU,Ecuador,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,GRD,Grenada,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,HTI,Haiti,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,MEX,Mexico,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,sub-national,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BHS,Bahamas,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BRA,Brazil,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CHL,Chile,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CRI,Costa Rica,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,NRU,Nauru,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,PNG,Papua New Guinea,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,KOR,Republic of Korea,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,SGP,Singapore,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,VUT,Vanuatu,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,DOM,Dominican Republic,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,Zero tolerance,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CAN,Canada,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CAN,Canada,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CAN,Canada,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
